condition12.thisRepN,condition12.thisTrialN,condition12.thisN,condition12.thisIndex,condition11.thisRepN,condition11.thisTrialN,condition11.thisN,condition11.thisIndex,condition10.thisRepN,condition10.thisTrialN,condition10.thisN,condition10.thisIndex,condition9.thisRepN,condition9.thisTrialN,condition9.thisN,condition9.thisIndex,condition8.thisRepN,condition8.thisTrialN,condition8.thisN,condition8.thisIndex,condition7.thisRepN,condition7.thisTrialN,condition7.thisN,condition7.thisIndex,condition6.thisRepN,condition6.thisTrialN,condition6.thisN,condition6.thisIndex,condition5.thisRepN,condition5.thisTrialN,condition5.thisN,condition5.thisIndex,condition4.thisRepN,condition4.thisTrialN,condition4.thisN,condition4.thisIndex,condition3.thisRepN,condition3.thisTrialN,condition3.thisN,condition3.thisIndex,condition2.thisRepN,condition2.thisTrialN,condition2.thisN,condition2.thisIndex,condition1.thisRepN,condition1.thisTrialN,condition1.thisN,condition1.thisIndex,thisRow.t,notes,InsFrame.started,key_resp.started,InsFrame.stopped,key_resp.keys,key_resp.rt,key_resp.duration,prepare.started,condition,key_resp_6.started,ins_1back.started,pic_01png_2.started,prepare.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,Stim.started,ans,image_bac.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,feedback.started,image_bac_2.started,msg_response.started,fixation_img.started,feedback.stopped,image_bac_2.stopped,msg_response.stopped,fixation_img.stopped,ins_2back.started,pic_02png_2.started,thanks.started,text_3.started,key_resp_3.started,thanks.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,年级,班级,性别,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,291.1106052230007,,,,,,,,,,,,,,,,,291.0924993080007,j,291.1106052230007,291.33242621299996,j,1,0.21502447900002153,None,291.33304654600033,291.348281478,291.348281478,291.348281478,291.84252522300085,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,291.8606232060001,,,,,,,,,,,,,,,,,291.8429569640002,j,291.8606232060001,292.0975605530002,j,1,0.23100661100033903,None,292.0981796850001,292.1121539880005,292.1121539880005,292.1121539880005,292.6082294940006,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,292.62784489600017,,,,,,,,,,,,,,,,,292.6086468220001,f,292.62784489600017,292.8127826890004,j,0,0.1884088189999602,None,292.8134035790008,292.8309225900002,292.8309225900002,292.8309225900002,293.32508492500074,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,293.3430633220005,,,,,,,,,,,,,,,,,293.32550749000075,j,293.3430633220005,293.49613258700083,j,1,0.1598285339996437,None,293.49946713400004,293.51735544000076,293.51735544000076,293.51735544000076,294.0084171280005,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,294.0274627280005,,,,,,,,,,,,,,,,,294.0088539920007,j,294.0274627280005,294.21224492200054,j,1,0.1903823430002376,None,294.21285408900076,294.22778864200063,294.22778864200063,294.22778864200063,294.7250836430003,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,294.7435260530001,,,,,,,,,,,,,,,,,294.72551241100064,f,294.7435260530001,294.89555469400057,j,0,0.1518435669995597,None,294.8961835280006,294.9139564540001,294.9139564540001,294.9139564540001,295.4079921010007,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,24,0,,,,,,,,,,,,,,,,,295.4262832280001,,,,,,,,,,,,,,,,,295.4084121320002,j,295.4262832280001,295.596449052,j,1,0.17145009800060507,None,295.5999196570001,295.61729293400003,295.61729293400003,295.61729293400003,296.1083728140002,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,25,0,,,,,,,,,,,,,,,,,296.1273781200007,,,,,,,,,,,,,,,,,296.1087933610006,j,296.1273781200007,296.24631491500077,j,1,0.1253160090000165,None,296.2469425670006,296.26259775200015,296.26259775200015,296.26259775200015,296.75831907000065,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,26,0,,,,,,,,,,,,,,,,,296.7760618990005,,,,,,,,,,,,,,,,,296.75875269800054,f,296.7760618990005,296.96244175300035,j,0,0.19230004799919698,None,296.96308245900036,296.98019430100067,296.98019430100067,296.98019430100067,297.4751657480001,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,27,0,,,,,,,,,,,,,,,,,297.4931649330001,,,,,,,,,,,,,,,,,297.4755855070007,j,297.4931649330001,297.6458808570005,j,1,0.16127051700004813,None,297.64926696600014,297.66857024300043,297.66857024300043,297.66857024300043,298.1582642430003,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,28,0,,,,,,,,,,,,,,,,,298.1776312640004,,,,,,,,,,,,,,,,,298.15868743400006,j,298.1776312640004,298.34535209000023,j,1,0.17017664499962848,None,298.3459708730006,298.36092561200076,298.36092561200076,298.36092561200076,298.857967809,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,29,0,,,,,,,,,,,,,,,,,298.8766103650005,,,,,,,,,,,,,,,,,298.8584216190002,f,298.8766103650005,299.0799205990006,j,0,0.20522686999993311,None,299.0805388080007,299.09742372600067,299.09742372600067,299.09742372600067,299.5918756630008,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.591941445,"{'i=': 4, 'n=': 2, 'len=': 9, 'fix=': 1}",299.6079035040002,,299.6079035040002,300.91082594399995,space,1.286331596999844,None,,,,,,,,,,,,,,,,,299.6079035040002,299.6079035040002,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,300.9329568390003,,,,,,,,,,,,,,,,,300.9120576740006,j,300.9329568390003,301.626628643,j,1,0.7037973229998897,None,301.62761506100014,301.64407581700016,301.64407581700016,301.64407581700016,302.14133277100063,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,302.1594047540002,,,,,,,,,,,,,,,,,302.1417948520002,j,302.1594047540002,302.41247723200013,j,1,0.2580053459996634,None,302.4131795580006,302.42866301699996,302.42866301699996,302.42866301699996,302.9254337450002,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,302.94331217800027,,,,,,,,,,,,,,,,,302.9258910860008,f,302.94331217800027,303.4945097200007,j,0,0.5475847910001903,None,303.4952177670002,303.51043018400014,303.51043018400014,303.51043018400014,304.0083125380006,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,304.02654583500043,,,,,,,,,,,,,,,,,304.008803617,j,304.02654583500043,304.62617870100075,j,1,0.6027811399999337,None,304.62690517600004,304.6432071090003,304.6432071090003,304.6432071090003,305.14218758900006,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,305.16189090900025,,,,,,,,,,,,,,,,,305.1426738780001,j,305.16189090900025,305.5928565180002,j,1,0.4319047650005814,None,305.5935515710007,305.6085067850008,305.6085067850008,305.6085067850008,306.0921473080007,306.11165769200034,306.11165769200034,306.11165769200034,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,306.11165769200034,,,,,,,,,,,,,,,,,306.0926360580006,f,306.11165769200034,306.36222077300044,j,0,0.26156999900013034,None,306.3629333730005,306.3798265960004,306.3798265960004,306.3798265960004,306.8749356240005,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,306.89497595100056,,,,,,,,,,,,,,,,,306.8754172070003,j,306.89497595100056,307.1130667690004,j,1,0.22511524700075825,None,307.11378547500044,307.1300766160002,307.1300766160002,307.1300766160002,307.62538562100053,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,307.6434746750001,,,,,,,,,,,,,,,,,307.62586657200063,j,307.6434746750001,307.8141410300004,j,1,0.163609025000369,None,307.81484654200085,307.82860280300065,307.82860280300065,307.82860280300065,308.32496029900085,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,308.34507968600064,,,,,,,,,,,,,,,,,308.32541694300016,f,308.34507968600064,308.5622990110005,j,0,0.21693011699971976,None,308.56298510000033,308.5800538600006,308.5800538600006,308.5800538600006,309.07584422500076,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,309.09573012300007,,,,,,,,,,,,,,,,,309.07635006800047,j,309.09573012300007,309.2465025850006,j,1,0.16208504299993365,None,309.24979591400006,309.26849027200024,309.26849027200024,309.26849027200024,309.7582108160004,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,309.77711066100073,,,,,,,,,,,,,,,,,309.7586792640004,j,309.77711066100073,310.01229659600085,j,1,0.24372280099942145,None,310.01298595700064,310.02842981200047,310.02842981200047,310.02842981200047,310.5249788760002,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,11,0,,,,,,,,,,,,,310.5434316340006,,,,,,,,,,,,,,,,,310.5254366250001,f,310.5434316340006,310.81177323200063,j,0,0.2680382130001817,None,310.81248833100017,310.8296981700005,310.8296981700005,310.8296981700005,311.32493787300064,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,12,0,,,,,,,,,,,,,311.34380228900045,,,,,,,,,,,,,,,,,311.32538933900014,j,311.34380228900045,311.79427902300085,j,1,0.46054845599974215,None,311.7949904770003,311.8116852060002,311.8116852060002,311.8116852060002,312.308122079,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,312.32693960899996,,,,,,,,,,,,,,,,,312.3086124190004,f,312.32693960899996,312.8428703030004,j,0,0.5150738420006746,None,312.84359495100034,312.8599899310002,312.8599899310002,312.8599899310002,313.35822422100046,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,313.37639971000044,,,,,,,,,,,,,,,,,313.3587130830001,f,313.37639971000044,313.7596835350005,j,0,0.3840314440003567,None,313.7603859010005,313.7751515960008,313.7751515960008,313.7751515960008,314.25941597400015,314.27852885000084,314.27852885000084,314.27852885000084,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,314.27852885000084,,,,,,,,,,,,,,,,,314.2598838030008,j,314.27852885000084,314.7429112870004,j,1,0.46775538200017763,None,314.74380099800055,314.76163950700084,314.76163950700084,314.76163950700084,315.258232657,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,315.2784733260005,,,,,,,,,,,,,,,,,315.2587149150004,j,315.2784733260005,315.49723668800016,j,1,0.21651882999958616,None,315.4979498440007,315.52342621200023,315.52342621200023,315.52342621200023,316.0081137800007,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,17,0,,,,,,,,,,,,,316.027868354,,,,,,,,,,,,,,,,,316.0085623770001,f,316.027868354,316.1849034270008,j,0,0.15361785300046904,None,316.1856314450006,316.20177743100066,316.20177743100066,316.20177743100066,316.6918713110008,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,18,0,,,,,,,,,,,,,316.710075256,,,,,,,,,,,,,,,,,316.69236875300066,j,316.710075256,316.8981808660001,j,1,0.18995701099993312,None,316.8988805830004,316.91587140900083,316.91587140900083,316.91587140900083,317.40834220300076,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,19,0,,,,,,,,,,,,,317.4280460890004,,,,,,,,,,,,,,,,,317.40879921600026,j,317.4280460890004,317.6470202970004,j,1,0.21378703200025484,None,317.6477076680003,317.65961937200063,317.65961937200063,317.65961937200063,318.1588419180007,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,20,0,,,,,,,,,,,,,318.17730399800075,,,,,,,,,,,,,,,,,318.15929815100026,f,318.17730399800075,318.52635840700077,j,0,0.3508527469994078,None,318.5270706400006,318.54406077800013,318.54406077800013,318.54406077800013,319.0418557540006,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,21,0,,,,,,,,,,,,,319.060780713,,,,,,,,,,,,,,,,,319.0423950740005,j,319.060780713,319.3123391850004,j,1,0.25785240799996245,None,319.31321908300015,319.3312128590005,319.3312128590005,319.3312128590005,319.82487533100084,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,22,0,,,,,,,,,,,,,319.84401985100067,,,,,,,,,,,,,,,,,319.82535545300016,j,319.84401985100067,320.04655387100047,j,1,0.19792526699984592,None,320.0472644190004,320.0592686930004,320.0592686930004,320.0592686930004,320.55816225000035,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,23,0,,,,,,,,,,,,,320.5768332360003,,,,,,,,,,,,,,,,,320.55870202700044,f,320.5768332360003,320.74518947700017,j,0,0.17220403000010265,None,320.7458853140006,320.76257086400074,320.76257086400074,320.76257086400074,321.25816241100074,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,24,0,,,,,,,,,,,,,321.2762296280007,,,,,,,,,,,,,,,,,321.25862131900067,j,321.2762296280007,321.4972293360006,j,1,0.21869361799963372,None,321.4979342790002,321.5157795320001,321.5157795320001,321.5157795320001,322.00807674800035,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,25,0,,,,,,,,,,,,,322.0270220370003,,,,,,,,,,,,,,,,,322.0085866790005,j,322.0270220370003,322.147390651,j,1,0.1290240640000775,None,322.1480861780001,322.1630850620004,322.1630850620004,322.1630850620004,322.6588081970003,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,26,0,,,,,,,,,,,,,322.6772263740004,,,,,,,,,,,,,,,,,322.6592783920005,f,322.6772263740004,322.8296292590003,j,0,0.16249024700027803,None,322.83038116100033,322.8494231450004,322.8494231450004,322.8494231450004,323.3413002720008,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,27,0,,,,,,,,,,,,,323.36102729400045,,,,,,,,,,,,,,,,,323.3417591770003,j,323.36102729400045,323.53072709700064,j,1,0.17619295599979523,None,323.53418041500026,323.55348268800026,323.55348268800026,323.55348268800026,324.04162485899997,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,28,0,,,,,,,,,,,,,324.0611250480006,,,,,,,,,,,,,,,,,324.04208174200085,j,324.0611250480006,324.18073351400017,j,1,0.11919120799939265,None,324.1817246240007,324.20040409100056,324.20040409100056,324.20040409100056,324.6913407360007,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,29,0,,,,,,,,,,,,,324.7095122990004,,,,,,,,,,,,,,,,,324.69181058200047,f,324.7095122990004,324.8620317340001,j,0,0.16045783199933794,None,324.86272527000074,324.8806353890004,324.8806353890004,324.8806353890004,325.3748477750005,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,30,0,,,,,,,,,,,,,325.3944421740007,,,,,,,,,,,,,,,,,325.3753189810004,j,325.3944421740007,325.54537866100054,j,1,0.15709767500084126,None,325.54879871200046,325.56587984199996,325.56587984199996,325.56587984199996,326.05855253200025,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,31,0,,,,,,,,,,,,,326.07666838500063,,,,,,,,,,,,,,,,,326.05901517800066,j,326.07666838500063,326.42744802700054,j,1,0.3610165769996456,None,326.4281745980006,326.442682979,326.442682979,326.442682979,326.94090529000005,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0,32,0,,,,,,,,,,,,,326.9606678580003,,,,,,,,,,,,,,,,,326.9413818560006,f,326.9606678580003,327.56088446300055,j,0,0.6054265339998892,None,327.5615888450002,327.5769441020002,327.5769441020002,327.5769441020002,328.07518970300043,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,0,33,0,,,,,,,,,,,,,328.0940810300008,,,,,,,,,,,,,,,,,328.07567129400013,j,328.0940810300008,328.3951417090002,j,1,0.31072286600010557,None,328.3958306530003,328.41266293100034,328.41266293100034,328.41266293100034,328.9083776180005,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0,34,0,,,,,,,,,,,,,328.9274802080008,,,,,,,,,,,,,,,,,328.90883850700084,j,328.9274802080008,329.27739104300053,j,1,0.353044869999394,None,329.27820833700025,329.2941228810005,329.2941228810005,329.2941228810005,329.7925150860001,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,35,0,,,,,,,,,,,,,329.81199477500013,,,,,,,,,,,,,,,,,329.7931532320008,f,329.81199477500013,330.0792718070006,j,0,0.2727639969998563,None,330.07997207100016,330.09821186500085,330.09821186500085,330.09821186500085,330.5912045060004,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0,36,0,,,,,,,,,,,,,330.6111158700005,,,,,,,,,,,,,,,,,330.59166501300024,f,330.6111158700005,330.89497041400045,j,0,0.2943387420000363,None,330.89568677600073,330.9093292630005,330.9093292630005,330.9093292630005,331.40797821400065,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,0,37,0,,,,,,,,,,,,,331.42646603900084,,,,,,,,,,,,,,,,,331.4084611970002,j,331.42646603900084,331.7115957600008,j,1,0.2868203699999867,None,331.7122975100001,331.72966313600045,331.72966313600045,331.72966313600045,332.22451937799997,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,38,0,,,,,,,,,,,,,332.2428309450006,,,,,,,,,,,,,,,,,332.2250165680007,f,332.2428309450006,332.57627702100035,j,0,0.3340979699996751,None,332.57707639399996,332.5940502910007,332.5940502910007,332.5940502910007,333.0917483000003,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0,39,0,,,,,,,,,,,,,333.11027167200064,,,,,,,,,,,,,,,,,333.0922362000001,j,333.11027167200064,333.4117158750005,j,1,0.30710965399975976,None,333.41242799200063,333.42896876300074,333.42896876300074,333.42896876300074,333.92437512000015,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.9244441640003,"{'i=': 3, 'n=': 2, 'len=': 9, 'fix=': 9}",333.9416459610002,,333.9416459610002,335.39324424000006,space,1.4461177969997152,None,,,,,,,,,,,,,,,,,333.9416459610002,333.9416459610002,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,335.4159286590002,,,,,,,,,,,,,,,,,335.39451951700084,j,335.4159286590002,336.3096072540002,j,1,0.8915481819994966,None,336.31076204300007,336.32460794100007,336.32460794100007,336.32460794100007,336.8086932640008,336.8264050430007,336.8264050430007,336.8264050430007,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,336.8264050430007,,,,,,,,,,,,,,,,,336.809169913,j,336.8264050430007,337.42595031200017,j,1,0.6005459669995616,None,337.4266631500004,337.4447800860007,337.4447800860007,337.4447800860007,337.94123972500074,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
