condition12.thisRepN,condition12.thisTrialN,condition12.thisN,condition12.thisIndex,condition11.thisRepN,condition11.thisTrialN,condition11.thisN,condition11.thisIndex,condition10.thisRepN,condition10.thisTrialN,condition10.thisN,condition10.thisIndex,condition9.thisRepN,condition9.thisTrialN,condition9.thisN,condition9.thisIndex,condition8.thisRepN,condition8.thisTrialN,condition8.thisN,condition8.thisIndex,condition7.thisRepN,condition7.thisTrialN,condition7.thisN,condition7.thisIndex,condition6.thisRepN,condition6.thisTrialN,condition6.thisN,condition6.thisIndex,condition5.thisRepN,condition5.thisTrialN,condition5.thisN,condition5.thisIndex,condition4.thisRepN,condition4.thisTrialN,condition4.thisN,condition4.thisIndex,condition3.thisRepN,condition3.thisTrialN,condition3.thisN,condition3.thisIndex,condition2.thisRepN,condition2.thisTrialN,condition2.thisN,condition2.thisIndex,condition1.thisRepN,condition1.thisTrialN,condition1.thisN,condition1.thisIndex,thisRow.t,notes,InsFrame.started,key_resp.started,InsFrame.stopped,key_resp.keys,key_resp.rt,key_resp.duration,prepare.started,condition,key_resp_6.started,ins_1back.started,pic_01png_2.started,prepare.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,Stim.started,ans,image_bac.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,feedback.started,image_bac_2.started,msg_response.started,fixation_img.started,feedback.stopped,image_bac_2.stopped,msg_response.stopped,fixation_img.stopped,ins_2back.started,pic_02png_2.started,thanks.started,text_3.started,key_resp_3.started,thanks.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,年级,班级,性别,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.59247616300036,,,,,,,,,,,,,,,,,169.56372054400072,j,169.59247616300036,170.41210542299996,j,1,0.8190599250001469,None,170.4129680820006,170.42736385700027,170.42736385700027,170.42736385700027,170.9108744540008,170.9285780780001,170.9285780780001,170.9285780780001,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.9285780780001,,,,,,,,,,,,,,,,,170.91128284500064,j,170.9285780780001,171.7286807270002,j,1,0.7985019300003842,None,171.7293311880003,171.74363918000017,171.74363918000017,171.74363918000017,172.22792587599997,172.24647138,172.24647138,172.24647138,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.24647138,,,,,,,,,,,,,,,,,172.2283674400005,f,172.24647138,173.01196035200064,f,1,0.7710242120001567,None,173.01261738700032,173.0274100630004,173.0274100630004,173.0274100630004,173.5107879390007,173.52947863000009,173.52947863000009,173.52947863000009,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.52947863000009,,,,,,,,,,,,,,,,,173.51120455100045,j,173.52947863000009,174.1782230610006,j,1,0.6477179689991317,None,174.17885751000085,174.19409051000002,174.19409051000002,174.19409051000002,174.69322554100017,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7108004060001,,,,,,,,,,,,,,,,,174.69365804600056,j,174.7108004060001,175.44506042500052,f,0,0.7424903510000149,None,175.44571459800045,175.46233224800017,175.46233224800017,175.46233224800017,175.9606883940005,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.97853933900024,,,,,,,,,,,,,,,,,175.96119487800024,f,175.97853933900024,176.6279748040006,j,0,0.6511283190002359,None,176.62860670700047,176.64418242100055,176.64418242100055,176.64418242100055,177.14343586700033,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.16228108900032,,,,,,,,,,,,,,,,,177.143925114,j,177.16228108900032,178.56141179500082,j,1,1.4024720559991692,None,178.56217261200072,178.58023944100023,178.58023944100023,178.58023944100023,179.07657071500034,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.09694523600047,,,,,,,,,,,,,,,,,179.07697637399997,j,179.09694523600047,179.828249745,j,1,0.7378622510004789,None,179.82887527900039,179.84348101900014,179.84348101900014,179.84348101900014,180.32741644199996,180.34574493800028,180.34574493800028,180.34574493800028,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.34574493800028,,,,,,,,,,,,,,,,,180.3278347990008,f,180.34574493800028,181.09458913900016,f,1,0.7444511550002062,None,181.0952501240008,181.1095522580008,181.1095522580008,181.1095522580008,181.59351964100006,181.61266670500027,181.61266670500027,181.61266670500027,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.61266670500027,,,,,,,,,,,,,,,,,181.59393567400002,j,181.61266670500027,182.26954883500002,j,1,0.6605500370005757,None,182.2705589420002,182.28672322300008,182.28672322300008,182.28672322300008,182.77711507800086,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.79569706300026,,,,,,,,,,,,,,,,,182.77753378200032,j,182.79569706300026,183.5943026140003,j,1,0.800683131000369,None,183.59492736100037,183.61024274700048,183.61024274700048,183.61024274700048,184.09384508300082,184.11281861800035,184.11281861800035,184.11281861800035,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.11281861800035,,,,,,,,,,,,,,,,,184.09430387800057,f,184.11281861800035,184.9459884730004,f,1,0.8426724569999351,None,184.94661842500045,184.9613694970003,184.9613694970003,184.9613694970003,185.44481120600085,185.46320733300035,185.46320733300035,185.46320733300035,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.46320733300035,,,,,,,,,,,,,,,,,185.44526199100073,j,185.46320733300035,186.1778845200006,j,1,0.7095765009999013,None,186.17850862500018,186.19271689200013,186.19271689200013,186.19271689200013,186.6767801650003,186.69483482000032,186.69483482000032,186.69483482000032,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.69483482000032,,,,,,,,,,,,,,,,,186.67720533100055,j,186.69483482000032,187.46215428400046,j,1,0.7685093560003224,None,187.4628005480008,187.47782199200083,187.47782199200083,187.47782199200083,187.97617346100014,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.99630442800026,,,,,,,,,,,,,,,,,187.9765974490001,f,187.99630442800026,189.1279095310001,f,1,1.1334274909995656,None,189.12855394000053,189.14418188000036,189.14418188000036,189.14418188000036,189.62757957600024,189.6456351910001,189.6456351910001,189.6456351910001,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.6456351910001,,,,,,,,,,,,,,,,,189.62798119200033,j,189.6456351910001,190.3631227170008,j,1,0.7229098640000302,None,190.36376408200067,190.37945020200004,190.37945020200004,190.37945020200004,190.87613512100052,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.89539574800074,,,,,,,,,,,,,,,,,190.87655798800006,j,190.89539574800074,191.7946424390002,j,1,0.899686247000318,None,191.79528358600055,191.81078663000062,191.81078663000062,191.81078663000062,192.3102410950005,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.3281528180005,,,,,,,,,,,,,,,,,192.31068789000074,f,192.3281528180005,193.47787175400026,j,0,1.148276858999452,None,193.4785100600002,193.49470272899998,193.49470272899998,193.49470272899998,193.99307992800004,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0129138830007,,,,,,,,,,,,,,,,,193.99350170400066,j,194.0129138830007,195.16155827500006,j,1,1.1451433709999037,None,195.16220897400035,195.17800511800033,195.17800511800033,195.17800511800033,195.67636814200068,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.69479756000055,,,,,,,,,,,,,,,,,195.67677819000073,j,195.69479756000055,196.34417484300047,j,1,0.6495453089992225,None,196.3448077990006,196.3605493110008,196.3605493110008,196.3605493110008,196.8436476370007,196.8623559940006,196.8623559940006,196.8623559940006,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.8623559940006,,,,,,,,,,,,,,,,,196.84407389700027,f,196.8623559940006,198.19418964600027,f,1,1.3340860850003082,None,198.194823068,198.21075324499998,198.21075324499998,198.21075324499998,198.6946950470001,198.71596694600066,198.71596694600066,198.71596694600066,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.71596694600066,,,,,,,,,,,,,,,,,198.69516381500034,j,198.71596694600066,199.37852894200023,j,1,0.6633741189998545,None,199.37925200500013,199.39392374100044,199.39392374100044,199.39392374100044,199.89344863099996,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.91288587300005,,,,,,,,,,,,,,,,,199.89386887399996,j,199.91288587300005,200.64431952400082,j,1,0.7378360330003488,None,200.64499090000027,200.65986964900003,200.65986964900003,200.65986964900003,201.143711918,201.16258805899997,201.16258805899997,201.16258805899997,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.16258805899997,,,,,,,,,,,,,,,,,201.14412964300027,f,201.16258805899997,202.11120529600066,f,1,0.9472745270004452,None,202.1118341650008,202.1275582620001,202.1275582620001,202.1275582620001,202.626348754,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.64503256200078,,,,,,,,,,,,,,,,,202.62678883100034,f,202.64503256200078,203.7614939160003,j,0,1.1175186069995107,None,203.76276507400053,203.78251071000068,203.78251071000068,203.78251071000068,204.27766375300052,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.2964042980002,,,,,,,,,,,,,,,,,204.27815338500022,f,204.2964042980002,206.4276014090001,f,1,2.1295177640004113,None,206.42829985300068,206.44532861400057,206.44532861400057,206.44532861400057,206.94300011700034,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.96250005100046,,,,,,,,,,,,,,,,,206.94342299000073,f,206.96250005100046,208.2110267750004,j,0,1.2479762749999281,None,208.21167611800047,208.2284307630007,208.2284307630007,208.2284307630007,208.72629960500035,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.74521940600061,,,,,,,,,,,,,,,,,208.72672348300057,j,208.74521940600061,209.56178603200078,f,0,0.8269949559999077,None,209.56243790400003,209.57711000200015,209.57711000200015,209.57711000200015,210.07621058600034,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.09668871900067,,,,,,,,,,,,,,,,,210.07662798100046,j,210.09668871900067,210.77847139200003,j,1,0.688885016000313,None,210.7790998420005,210.79635553000026,210.79635553000026,210.79635553000026,211.29305890500018,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.31144864199996,,,,,,,,,,,,,,,,,211.29348434400072,f,211.31144864199996,211.96250382000017,j,0,0.6544485920003353,None,211.96326733000024,211.9804407820002,211.9804407820002,211.9804407820002,212.47716219200083,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.47722737100048,"{'i=': 7, 'n=': 2, 'len=': 9, 'fix=': 9}",212.49353559700012,,212.49353559700012,214.51139018200047,space,2.0065465559991935,None,,,,,,,,,,,,,,,,,212.49353559700012,212.49353559700012,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,214.5367918940001,,,,,,,,,,,,,,,,,214.5125975990004,j,214.5367918940001,215.3444388880007,j,1,0.8108766209998066,None,215.3452808310003,215.3641744760007,215.3641744760007,215.3641744760007,215.8593488280003,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,215.8777870010008,,,,,,,,,,,,,,,,,215.8597884110004,j,215.8777870010008,216.57813557700047,j,1,0.6961925670002529,None,216.57886787500047,216.59359558300002,216.59359558300002,216.59359558300002,217.076642215,217.09547287500027,217.09547287500027,217.09547287500027,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,217.09547287500027,,,,,,,,,,,,,,,,,217.0770497500007,f,217.09547287500027,217.87908943800085,j,0,0.7901660650004487,None,217.8797218690006,217.89555828800076,217.89555828800076,217.89555828800076,218.39297667000028,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,218.4122033930007,,,,,,,,,,,,,,,,,218.39342633900014,j,218.4122033930007,218.97769952199997,j,1,0.5722358189996157,None,218.97831893700004,218.996748691,218.996748691,218.996748691,219.49293602700072,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,219.51181553800052,,,,,,,,,,,,,,,,,219.49335604800035,j,219.51181553800052,219.77935139700003,j,1,0.27117694100070366,None,219.77997839600084,219.7946771450006,219.7946771450006,219.7946771450006,220.29331391699998,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,220.31127801800085,,,,,,,,,,,,,,,,,220.29389072400045,f,220.31127801800085,220.6462491150005,j,0,0.3329412399998546,None,220.64687447699998,220.66501369300022,220.66501369300022,220.66501369300022,221.1592877490002,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,221.17834855100045,,,,,,,,,,,,,,,,,221.15969778400085,j,221.17834855100045,221.5297192980006,j,1,0.3598071579999669,None,221.53034159300023,221.5473724100002,221.5473724100002,221.5473724100002,222.04333329300061,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,222.0617429190006,,,,,,,,,,,,,,,,,222.04374247300075,j,222.0617429190006,222.77797379800086,j,1,0.7265119670000786,None,222.77862600900062,222.79443884100056,222.79443884100056,222.79443884100056,223.29259828500017,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,223.31219958900056,,,,,,,,,,,,,,,,,223.29301280600066,f,223.31219958900056,223.91104148700015,j,0,0.5960717600000862,None,223.91167357700033,223.92725795200022,223.92725795200022,223.92725795200022,224.42605194700081,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,224.44534175400076,,,,,,,,,,,,,,,,,224.4264584850007,j,224.44534175400076,225.16168267900048,j,1,0.7190119850001793,None,225.16268057100024,225.18270645900066,225.18270645900066,225.18270645900066,225.67666185600046,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,225.69639182400078,,,,,,,,,,,,,,,,,225.67709914400075,f,225.69639182400078,226.32780752300005,j,0,0.6274856569998519,None,226.32847047800078,226.3429586810007,226.3429586810007,226.3429586810007,226.82706126500034,226.84490477500003,226.84490477500003,226.84490477500003,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,226.84490477500003,,,,,,,,,,,,,,,,,226.82747390000077,f,226.84490477500003,227.5449513170006,j,0,0.7071736480002073,None,227.54557414900046,227.56356057800076,227.56356057800076,227.56356057800076,228.05920702800086,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,228.07689212600053,,,,,,,,,,,,,,,,,228.05962364600055,f,228.07689212600053,228.77868739400037,j,0,0.6965695240005516,None,228.7794405220002,228.79422201200032,228.79422201200032,228.79422201200032,229.29256320700006,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,229.3100673300005,,,,,,,,,,,,,,,,,229.2929879940002,j,229.3100673300005,230.04407657800039,j,1,0.7364386310000555,None,230.04469264300042,230.06157181800063,230.06157181800063,230.06157181800063,230.5592183000008,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,230.57724280900038,,,,,,,,,,,,,,,,,230.55963687800067,f,230.57724280900038,231.34511700300027,j,0,0.772299514000224,None,231.34574459300075,231.36375904100078,231.36375904100078,231.36375904100078,231.85932514700016,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,231.87780925900006,,,,,,,,,,,,,,,,,231.85976316300003,j,231.87780925900006,232.5613660930003,j,1,0.679950025000835,None,232.5620143570004,232.5779072080004,232.5779072080004,232.5779072080004,233.07664262100025,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,233.09587408600055,,,,,,,,,,,,,,,,,233.0770617800008,f,233.09587408600055,233.91131035600029,j,0,0.819851023999945,None,233.91194059900045,233.9303417680003,233.9303417680003,233.9303417680003,234.42596463800055,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,234.4453547790008,,,,,,,,,,,,,,,,,234.42639764200067,f,234.4453547790008,235.09407410900076,j,0,0.6317134460005036,None,235.09471104400018,235.11222771400026,235.11222771400026,235.11222771400026,235.6094619560008,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,235.62810770300075,,,,,,,,,,,,,,,,,235.60987882900008,j,235.62810770300075,236.37912386800053,j,1,0.7502595960004328,None,236.380557124,236.3980656270005,236.3980656270005,236.3980656270005,236.89322892100063,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,236.9120152180003,,,,,,,,,,,,,,,,,236.89364729700083,j,236.9120152180003,237.66147408800043,j,1,0.7488049390003653,None,237.6621021710007,237.67675084800067,237.67675084800067,237.67675084800067,238.16035275500053,238.17839339500006,238.17839339500006,238.17839339500006,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,238.17839339500006,,,,,,,,,,,,,,,,,238.16077380600018,f,238.17839339500006,238.94440763200055,j,0,0.7761118739999802,None,238.94504071700067,238.9628849970004,238.9628849970004,238.9628849970004,239.45914347800044,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,239.477157499,,,,,,,,,,,,,,,,,239.4595490970005,j,239.477157499,240.1620594750002,j,1,0.6853730489992813,None,240.16299150500072,240.1813103680006,240.1813103680006,240.1813103680006,240.67563043100017,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,240.6933940480003,,,,,,,,,,,,,,,,,240.67604419600048,j,240.6933940480003,241.49467869199998,j,1,0.8114027829997212,None,241.4953126750006,241.51126332400054,241.51126332400054,241.51126332400054,242.0090656120001,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,242.0281512750007,,,,,,,,,,,,,,,,,242.00950396900043,f,242.0281512750007,242.72816183100076,j,0,0.6951330550000421,None,242.72882334600035,242.74507851100043,242.74507851100043,242.74507851100043,243.2426845300006,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
